age,foundation_type,roof_type,position,label,loc_id,num_floors,area,height,num_families,ownership_type,configuration,surface_condition
30,r,n,s,1,8,3,15,6,1,v,d,t
5,r,q,s,1,13,2,8,6,1,v,d,t
5,r,n,t,1,13,1,4,3,0,v,d,t
0,i,x,t,0,7,2,9,8,1,v,d,n
95,r,n,j,1,3,5,4,11,1,v,d,t
20,r,n,j,1,27,1,4,2,1,a,d,t
30,i,x,s,0,27,3,31,10,1,v,u,t
20,r,q,s,1,17,3,6,7,1,v,q,t
25,r,n,s,1,12,2,8,4,1,v,d,t
15,r,n,s,1,6,2,7,5,1,w,d,t
15,r,q,s,1,17,2,4,5,1,v,d,t
20,r,n,s,1,12,2,6,4,1,v,d,t
55,r,n,s,1,24,2,4,5,1,v,d,t
70,r,n,s,1,10,2,6,5,1,v,d,n
10,r,q,s,1,10,1,5,3,1,v,d,t
0,r,q,s,1,21,2,5,5,1,v,d,t
10,r,n,s,1,0,2,8,6,1,v,d,n
5,r,n,s,1,8,3,7,5,1,v,q,t
20,r,q,t,1,17,2,9,5,2,v,d,n
30,r,q,s,1,7,2,10,5,0,v,d,t
85,r,n,s,1,4,3,6,6,1,v,d,t
40,r,n,s,1,8,2,5,5,1,v,d,t
5,r,n,s,1,17,1,11,3,1,v,d,t
25,r,q,s,1,10,3,6,6,1,v,d,t
5,r,n,s,1,21,1,7,3,1,v,d,t
45,r,n,s,1,8,2,5,5,1,v,d,t
40,r,q,s,1,18,1,11,2,0,v,d,t
80,r,q,s,1,21,3,7,6,1,v,d,t
0,w,n,t,0,26,1,2,2,1,v,d,t
30,r,n,t,0,26,2,7,5,1,v,d,t
40,r,n,j,1,17,2,9,7,1,v,d,t
5,r,n,s,1,6,2,10,6,1,v,d,t
25,r,q,t,1,7,2,9,5,1,v,d,t
25,r,n,t,1,8,3,6,8,1,v,q,n
25,r,q,s,1,8,3,6,6,0,v,d,n
50,r,n,s,1,17,3,7,7,1,v,d,n
0,r,n,s,1,18,1,9,3,0,v,d,t
20,r,n,s,0,22,2,7,4,1,v,d,t
10,w,n,s,0,26,2,7,4,1,v,d,t
0,r,n,t,1,10,2,4,5,1,v,d,t
20,r,n,t,1,17,2,10,5,1,v,d,t
75,r,n,t,1,27,2,7,7,1,v,d,t
55,r,n,s,1,20,2,11,6,1,v,d,t
0,w,n,s,0,26,2,3,4,1,v,d,t
40,r,n,s,1,25,2,3,4,1,v,d,t
5,r,n,s,1,16,2,5,5,1,v,d,t
25,r,n,s,1,7,2,7,6,1,v,d,t
5,u,n,s,0,13,2,3,5,0,v,d,n
5,r,q,t,1,18,2,6,5,1,v,d,t
50,r,n,t,1,3,3,15,8,1,v,d,t
35,r,n,t,1,21,3,11,5,1,v,d,t
30,r,n,j,1,8,2,3,5,1,v,d,t
20,r,n,s,1,8,2,8,7,1,v,d,n
25,w,n,s,0,26,2,7,6,1,v,d,t
10,r,q,s,1,21,2,5,4,1,v,d,n
10,i,x,s,0,26,2,25,7,1,v,d,t
15,r,q,s,1,17,2,7,5,1,v,d,t
10,r,n,s,1,17,2,4,5,1,v,d,t
85,r,n,s,0,13,2,11,3,1,v,d,t
20,w,n,s,1,9,2,8,5,1,v,d,t
20,r,n,t,1,17,3,6,6,1,v,d,t
40,r,n,t,1,10,2,5,5,1,v,d,t
5,w,n,t,1,6,2,5,5,1,v,d,n
20,r,n,t,1,8,3,6,6,1,v,d,t
20,r,q,s,1,8,3,5,9,1,v,d,t
0,r,n,s,0,7,1,5,2,0,v,d,t
35,r,n,s,1,13,3,6,6,0,v,d,t
40,r,q,t,1,10,3,3,6,1,v,d,t
15,r,q,s,1,21,2,4,6,1,v,d,n
20,r,q,s,1,17,3,10,7,1,v,d,t
30,r,n,s,1,17,1,7,3,1,v,d,t
15,r,q,s,1,17,2,8,5,1,v,d,t
35,r,n,s,1,17,2,11,5,1,w,d,t
50,r,q,s,1,4,2,7,5,0,v,d,t
10,r,n,s,1,7,2,4,5,1,v,d,t
5,r,n,t,1,10,2,5,5,1,v,d,t
25,r,n,s,1,27,2,6,4,1,v,d,t
75,r,q,t,1,10,3,16,7,1,v,d,t
5,r,q,s,1,17,3,12,8,2,v,d,n
20,r,q,s,1,10,2,5,5,1,v,d,t
5,u,n,s,0,22,1,8,3,1,v,d,t
15,r,q,s,1,21,1,3,5,0,v,d,t
10,u,x,t,0,0,2,7,4,1,v,d,t
35,r,n,t,1,8,2,5,5,1,v,d,t
0,w,n,s,0,26,1,10,5,1,a,d,t
0,r,n,s,0,26,2,4,5,1,a,d,n
15,w,n,s,1,10,1,6,2,1,v,d,t
10,r,n,t,1,10,1,6,3,1,v,d,t
20,r,n,j,1,18,2,8,5,1,v,d,n
15,r,q,s,1,17,2,8,7,2,v,d,t
5,i,x,s,0,17,2,14,5,0,v,d,t
15,r,q,s,1,21,3,6,7,1,v,d,t
20,r,n,s,1,26,2,8,5,1,v,d,t
10,w,n,s,0,26,1,8,3,1,a,d,o
5,r,n,s,1,17,3,11,7,2,v,d,t
30,r,n,t,1,10,2,6,8,1,v,d,t
0,i,x,s,0,3,3,27,9,0,v,d,t
5,r,q,s,1,17,2,6,5,1,v,d,t
45,r,q,t,1,27,4,20,9,1,v,d,t
0,r,n,s,1,21,2,7,5,2,w,d,t
80,r,n,t,1,6,2,5,5,1,v,d,t
5,w,q,s,1,20,1,3,3,1,r,q,t
5,r,q,s,1,26,2,5,5,1,v,d,t
65,r,n,j,1,3,4,12,8,1,v,d,t
10,r,n,s,1,7,2,12,5,1,v,d,t
40,r,q,s,1,17,3,11,4,1,v,d,t
30,r,q,s,1,17,2,10,5,1,v,q,t
5,i,x,s,0,6,3,7,10,1,v,d,t
20,r,n,t,1,4,2,11,5,1,v,d,n
15,r,n,s,1,10,2,5,5,1,v,d,t
30,r,n,s,1,7,2,7,6,0,v,d,n
0,r,n,s,1,20,2,6,7,1,v,d,t
10,r,n,s,1,21,2,5,4,1,v,d,t
20,r,n,s,1,17,2,5,4,1,v,q,t
0,r,n,s,0,13,2,11,6,1,v,u,t
10,u,n,s,0,26,1,11,4,2,v,d,t
0,u,x,s,0,27,2,10,6,1,v,d,t
0,u,n,s,1,9,1,6,3,1,a,d,t
35,r,n,s,1,17,2,7,5,1,v,d,n
20,r,q,s,1,4,3,6,7,1,v,d,t
30,r,q,t,1,21,3,7,7,2,v,d,t
25,i,x,t,0,6,2,27,5,3,v,d,t
15,r,n,s,1,6,2,9,3,1,v,d,t
15,r,n,s,1,27,2,5,7,1,v,d,n
35,r,q,t,1,8,2,6,5,1,v,d,t
5,r,n,t,1,7,2,5,5,1,v,d,t
35,r,n,j,1,17,2,2,5,1,v,d,t
10,w,q,s,0,20,2,11,5,1,v,d,t
10,r,n,s,1,8,2,10,6,0,v,d,t
25,r,n,t,1,6,2,6,4,2,v,d,n
10,r,n,s,0,23,2,6,6,1,v,d,t
25,u,n,s,1,17,2,8,5,1,v,d,o
35,r,n,t,1,20,2,6,8,1,v,d,t
5,r,q,s,1,13,1,23,4,1,v,d,o
15,r,n,t,1,8,3,19,6,1,v,d,t
15,r,n,s,1,13,1,6,3,0,v,d,n
40,r,n,s,1,10,2,10,5,1,v,d,t
20,r,q,t,1,17,3,8,6,1,v,d,t
5,r,n,s,1,6,1,7,3,1,v,d,t
25,r,n,s,1,6,2,5,4,0,v,d,t
30,r,x,s,0,26,2,23,3,2,v,d,t
20,r,n,s,0,26,2,7,6,1,v,d,t
0,r,n,s,0,26,1,8,3,1,v,d,t
10,r,n,s,1,27,2,9,5,1,v,d,t
5,r,n,t,1,18,2,9,5,1,v,d,n
25,r,n,t,1,7,2,5,5,1,v,d,t
25,r,n,s,1,8,3,3,5,1,v,d,t
15,r,n,t,1,8,2,4,7,1,v,d,t
0,r,n,s,1,8,2,3,5,1,v,d,t
10,r,q,s,1,17,2,9,5,2,v,d,t
45,r,n,t,0,14,2,15,7,0,v,d,t
30,r,n,s,1,7,1,5,6,1,v,d,t
15,r,n,t,1,17,2,7,7,1,v,d,t
20,r,q,t,1,4,3,7,6,1,v,d,n
25,r,q,s,1,20,2,9,5,1,v,d,n
5,r,n,s,1,8,1,17,3,1,v,d,t
30,r,n,s,1,8,2,6,8,1,v,d,t
5,r,n,t,1,18,1,8,2,1,v,d,t
25,r,n,t,1,4,2,7,5,1,v,d,t
25,u,n,s,1,6,2,6,5,1,w,d,t
5,r,q,t,1,17,2,4,3,1,v,d,t
35,r,n,s,1,17,2,11,6,1,v,d,o
30,r,n,t,1,7,3,10,8,1,v,d,n
35,r,n,s,1,6,3,9,6,1,v,d,t
55,r,n,s,1,7,2,11,7,1,v,d,t
40,r,n,t,1,17,4,6,8,1,v,d,t
10,r,n,s,1,13,2,7,5,1,v,d,n
0,r,n,s,1,7,2,8,5,1,v,d,t
30,r,q,s,1,17,2,8,5,1,v,d,t
15,r,n,s,1,6,2,11,5,0,v,d,t
0,u,n,s,0,26,1,5,2,1,a,d,t
55,r,n,s,0,12,2,9,5,1,v,d,t
15,r,q,s,1,21,3,9,6,1,v,d,t
20,r,n,s,1,13,2,9,5,1,v,d,t
5,w,q,s,0,20,2,6,5,1,v,u,t
5,r,n,s,0,7,1,10,3,1,v,u,t
25,r,n,t,1,27,2,9,5,1,v,d,n
5,r,n,s,1,17,3,7,6,1,v,q,t
10,r,n,t,1,17,1,7,3,1,v,d,o
5,u,n,s,0,26,2,10,5,1,v,d,t
10,r,n,t,1,21,3,9,9,1,v,d,t
5,r,q,t,1,21,2,11,7,1,v,d,t
0,r,n,s,1,7,1,7,4,1,v,d,t
10,r,n,s,1,30,1,8,3,1,v,d,t
80,r,n,s,1,27,5,9,10,1,v,d,t
0,r,n,s,0,1,2,10,5,1,v,d,t
10,r,q,t,1,17,2,5,4,1,v,d,t
20,w,n,s,0,26,2,7,9,1,v,d,t
80,r,n,s,1,10,2,9,5,2,v,d,t
25,r,q,s,1,16,2,7,5,1,v,d,t
30,r,n,s,1,6,2,7,5,1,v,d,n
0,r,n,s,1,17,2,6,7,1,v,d,t
25,u,n,t,1,4,2,7,4,1,v,d,t
5,r,n,s,1,10,2,4,4,0,v,d,t
0,w,n,s,0,20,1,6,3,1,a,d,t
30,r,n,s,1,21,2,7,5,1,v,d,n
30,w,q,s,0,20,2,7,4,3,v,d,t
25,r,n,s,1,6,2,9,7,0,v,d,o
0,r,n,s,1,16,2,11,6,1,v,d,t
15,r,n,s,1,6,2,3,5,1,v,d,t
10,r,q,t,1,20,2,6,6,1,v,d,t
15,r,n,s,0,26,2,11,5,1,v,d,t
15,r,n,s,1,8,1,5,3,1,v,d,t
0,r,n,s,1,8,1,11,2,1,v,d,t
40,r,q,s,1,10,2,11,5,1,v,d,n
10,r,n,s,1,11,1,15,3,1,v,q,t
0,r,n,s,1,17,3,5,7,1,v,d,t
25,r,q,s,1,4,3,6,6,1,v,d,n
15,r,n,t,0,21,3,3,5,1,v,d,t
30,r,n,t,1,6,3,6,7,1,v,d,t
35,r,q,s,1,21,2,6,4,1,v,d,t
10,r,q,t,1,8,2,7,6,1,v,d,t
80,r,n,j,1,3,4,17,8,3,v,d,t
0,r,n,s,1,18,2,10,5,1,v,d,t
0,r,n,s,1,21,2,5,5,1,v,d,t
0,r,n,s,1,10,2,8,5,1,v,d,t
10,r,q,s,1,17,2,13,5,1,v,d,t
85,r,n,t,1,27,2,6,4,1,v,d,t
5,w,n,s,0,26,2,7,5,1,v,d,t
40,r,n,s,1,17,2,9,5,1,v,u,t
5,r,q,s,0,20,2,9,6,2,v,u,t
25,r,n,s,1,8,2,6,5,0,v,d,t
60,r,n,s,1,10,3,8,7,1,v,d,t
75,r,n,s,1,27,3,13,8,1,v,d,t
0,i,x,s,0,10,1,18,4,0,v,d,t
5,w,n,s,0,20,1,6,5,1,a,d,t
25,r,n,t,1,27,4,4,5,1,v,d,t
5,r,q,s,1,17,3,5,6,1,v,d,t
5,r,n,s,1,8,3,5,8,1,v,d,t
55,r,n,t,1,27,5,19,11,1,v,d,t
25,r,n,s,0,10,2,10,4,1,v,d,t
20,r,n,s,1,21,3,5,7,2,v,d,t
15,r,n,s,1,18,3,13,7,1,v,d,t
0,r,q,t,1,17,2,5,5,1,v,d,t
10,r,n,s,0,15,2,6,4,1,v,d,t
10,w,n,s,0,26,2,8,4,1,v,d,t
15,r,q,t,1,17,2,6,4,1,v,d,n
30,u,q,s,1,13,2,2,4,1,v,d,t
30,r,n,t,1,27,2,6,5,1,v,d,o
10,r,q,s,1,17,2,6,4,1,v,d,t
25,r,n,s,1,10,2,7,5,1,v,d,t
15,r,n,s,1,7,3,3,8,1,v,d,n
25,r,n,s,1,8,2,6,5,1,v,d,t
20,r,n,t,1,17,3,7,7,1,v,d,t
40,r,n,t,1,6,5,8,10,1,v,d,t
0,r,n,s,0,26,2,4,5,1,v,d,n
20,r,q,t,1,17,2,6,4,1,v,d,t
20,r,n,s,1,17,1,6,4,1,v,d,t
0,i,x,s,0,26,1,5,3,1,v,u,t
40,r,q,s,1,17,2,7,5,1,v,d,t
15,r,n,s,1,8,2,8,5,1,v,d,t
15,r,n,s,1,6,1,3,3,1,v,d,t
0,w,n,s,0,20,2,11,5,1,v,d,t
0,u,n,s,0,26,1,11,3,1,v,d,t
5,r,n,s,1,17,1,13,3,1,v,d,t
15,r,q,t,1,27,2,11,5,1,v,d,n
30,r,q,t,1,6,1,7,4,1,v,d,t
20,r,n,s,1,11,3,10,6,1,v,d,n
20,r,n,s,1,8,2,11,6,1,v,d,t
10,r,n,s,1,4,2,8,4,1,v,d,n
20,r,q,s,1,17,2,9,4,1,v,d,t
5,r,q,s,1,7,1,4,5,1,v,d,n
10,r,q,s,1,7,2,4,5,1,v,d,t
30,r,n,t,1,8,3,7,7,1,v,d,t
20,r,n,s,1,8,2,43,6,3,v,d,t
0,u,n,s,0,26,1,8,3,1,v,d,t
5,r,n,s,1,10,1,7,3,1,v,d,t
20,r,n,t,1,21,2,6,4,1,v,d,t
25,r,n,s,1,10,2,5,5,1,v,d,t
20,r,n,s,0,5,2,7,4,1,v,d,t
10,w,q,t,0,26,2,6,5,1,v,d,t
15,r,n,s,1,20,2,6,3,1,v,d,t
0,r,n,s,0,22,1,9,3,1,v,u,t
5,r,n,s,1,4,2,12,6,1,v,d,o
15,r,n,t,1,8,1,6,4,0,v,d,n
40,r,n,t,1,7,2,4,5,1,v,d,t
45,h,n,s,1,18,2,7,5,1,w,d,t
20,r,n,s,1,21,3,5,6,2,v,d,t
15,r,n,s,1,26,2,5,7,1,v,d,t
15,r,n,s,1,8,2,14,6,1,v,d,n
0,r,n,s,1,27,2,2,4,1,v,d,t
10,w,n,s,1,17,1,6,3,1,r,d,t
30,r,q,s,1,10,2,10,5,1,v,d,o
25,r,q,s,1,17,3,11,6,1,v,d,t
0,i,x,s,0,20,1,11,3,1,v,d,t
10,r,n,t,1,3,2,6,5,1,v,d,t
0,r,q,s,0,13,2,8,4,1,v,d,t
65,r,q,s,1,21,3,10,5,3,v,d,t
15,r,q,j,1,10,2,5,5,1,v,d,n
10,i,x,t,0,6,4,7,12,1,v,d,t
30,r,n,s,1,6,2,10,5,1,v,d,t
10,r,n,s,0,20,2,6,6,1,v,d,t
5,w,n,s,1,26,1,5,3,1,v,d,t
25,r,n,s,1,10,2,6,5,1,r,d,t
25,r,n,s,1,6,2,4,4,1,v,d,n
10,r,n,s,1,10,2,5,5,1,v,d,t
5,r,q,s,1,21,3,6,5,1,v,d,t
15,r,q,t,1,7,2,4,5,1,v,d,t
995,r,n,t,1,8,2,3,7,1,v,d,t
10,r,q,s,1,4,2,5,5,1,v,d,t
5,r,n,s,1,10,2,4,4,1,v,d,t
10,i,x,j,0,7,3,15,9,2,v,d,t
0,r,n,s,0,26,1,3,3,1,a,d,t
0,i,x,j,0,6,3,11,10,0,v,d,t
30,r,n,s,1,8,2,7,5,1,v,d,t
0,w,n,s,0,26,2,6,6,1,v,d,t
20,r,n,s,1,10,2,6,4,1,v,d,t
5,r,n,s,0,13,2,9,5,1,v,d,t
30,r,n,s,1,8,3,13,7,1,v,d,t
20,r,q,s,1,17,2,3,5,1,v,d,t
25,i,x,j,0,27,4,11,9,0,v,d,t
35,r,n,s,1,26,2,11,5,1,v,d,t
20,r,n,t,1,10,2,5,5,1,v,d,t
0,r,n,s,1,10,3,6,7,1,v,d,t
40,r,n,s,1,27,3,6,7,1,v,d,t
45,r,n,s,1,6,2,6,5,0,v,d,t
20,u,x,s,0,22,1,8,2,1,v,q,o
10,r,q,j,1,10,2,4,5,0,v,d,t
0,r,q,s,1,13,2,4,5,1,v,d,t
15,r,n,s,1,18,2,7,5,1,v,d,t
30,r,q,s,1,17,3,9,7,1,v,d,t
10,r,n,s,1,12,2,4,5,1,v,d,t
10,r,q,s,1,17,2,4,6,1,v,d,t
40,r,n,s,1,6,2,6,4,1,v,d,t
20,w,n,t,1,10,2,6,5,1,v,d,t
50,r,n,s,1,6,2,7,4,1,v,d,t
40,r,n,j,1,3,4,2,8,1,v,d,t
25,r,n,t,1,10,2,6,5,1,v,d,t
5,r,n,s,1,10,2,9,8,0,v,d,t
5,i,x,s,0,6,3,13,9,1,v,d,t
30,r,q,s,1,17,3,7,7,1,v,d,t
10,r,n,s,1,8,2,11,6,1,v,d,t
40,r,n,t,1,26,3,6,9,1,v,d,t
10,r,n,s,1,21,3,11,6,1,v,d,t
10,i,x,j,0,11,3,6,10,0,v,d,t
10,r,q,s,1,20,2,7,7,1,v,d,n
50,r,n,s,1,12,2,6,6,1,v,d,t
0,r,n,t,0,30,2,9,6,1,v,d,t
0,w,n,s,0,26,2,4,4,1,v,d,t
10,r,n,s,0,22,2,7,4,1,v,d,t
10,i,x,s,0,26,1,22,3,1,v,d,t
15,r,n,s,1,10,2,4,5,1,v,d,t
20,r,n,s,1,14,1,5,3,1,v,d,t
5,w,q,s,0,20,2,8,5,1,v,d,t
25,r,n,s,1,10,2,6,4,1,v,d,n
25,r,n,o,1,3,5,7,11,1,v,d,t
0,r,n,s,1,17,2,9,5,1,v,d,t
10,r,n,s,1,10,2,6,6,1,v,d,t
30,r,n,s,1,17,2,9,5,1,v,d,t
10,r,n,s,1,17,2,7,4,1,v,d,o
10,r,n,s,1,16,2,17,5,1,v,d,t
30,r,n,s,1,4,1,6,3,1,v,d,t
0,r,n,s,1,11,2,8,6,1,v,d,t
25,r,n,s,1,17,2,9,6,1,w,d,t
30,u,x,s,1,27,2,18,5,1,v,d,t
10,r,n,s,1,7,2,10,6,1,v,d,t
10,r,n,s,0,26,1,3,3,1,v,d,t
25,r,n,t,1,6,2,7,4,1,v,d,t
15,r,n,s,1,21,3,6,8,0,v,d,t
25,r,n,s,1,16,1,5,3,1,v,d,t
0,w,q,o,0,20,2,9,5,1,v,d,t
15,r,q,s,1,17,1,7,3,1,r,d,n
15,r,n,s,1,3,3,5,8,1,v,d,t
5,u,n,t,0,10,1,3,2,1,v,d,t
10,r,q,s,1,4,3,7,7,1,v,d,t
40,r,n,t,1,6,2,7,6,0,v,d,t
5,w,n,s,0,26,1,10,3,1,v,d,t
25,r,q,s,1,17,3,4,7,0,v,d,t
70,r,n,t,1,11,2,3,4,1,r,d,t
10,u,n,s,1,10,2,5,5,1,v,d,t
5,r,n,s,1,21,2,14,5,1,v,d,t
5,i,x,s,0,6,1,21,6,1,v,d,t
10,i,x,s,0,25,1,10,3,1,v,d,t
10,w,n,s,0,26,2,7,5,0,a,d,t
20,r,n,t,1,18,2,6,5,0,v,d,t
30,r,n,t,1,8,3,6,7,1,v,d,t
5,i,x,t,0,26,1,23,3,1,v,d,t
5,w,n,s,1,26,2,7,5,0,v,d,t
0,u,x,s,0,7,1,9,3,3,v,d,t
45,r,n,s,1,6,2,5,7,2,v,d,t
10,r,n,s,1,17,2,13,5,1,v,d,t
40,r,n,s,1,6,2,6,6,1,v,d,t
10,r,q,s,1,10,3,8,7,1,v,d,t
15,r,q,s,1,17,2,8,4,1,v,d,t
15,r,q,s,1,18,1,11,4,1,v,d,t
10,r,q,s,1,8,2,5,5,1,v,d,n
0,r,q,t,1,17,2,9,4,1,v,d,t
15,u,x,s,1,27,1,11,3,1,v,d,t
15,r,n,t,1,3,2,8,5,1,v,d,t
0,r,n,s,1,8,2,7,4,1,v,d,t
10,r,n,s,1,17,2,5,5,1,v,q,n
40,r,n,t,1,27,2,7,6,0,v,d,t
5,r,q,s,1,21,2,2,3,1,v,d,t
10,r,n,s,0,12,2,4,5,1,v,d,t
5,w,n,s,1,20,1,7,4,1,r,d,t
25,r,q,j,1,17,3,8,7,1,v,d,t
5,r,n,s,1,0,2,8,7,1,v,d,t
25,r,n,s,0,26,2,3,4,1,v,d,t
5,r,n,s,0,26,2,8,4,1,v,d,t
0,i,n,s,0,26,1,11,6,1,v,d,t
5,r,n,s,1,27,2,10,6,1,v,d,t
30,r,n,t,1,17,3,7,6,1,v,d,t
15,r,n,s,1,8,2,5,5,1,a,d,t
15,r,n,s,1,27,2,8,7,1,v,d,t
5,r,n,s,1,26,1,4,3,1,v,d,n
10,w,n,s,0,26,2,3,4,1,v,d,t
5,r,q,t,1,17,2,4,5,1,v,d,t
0,u,n,s,0,8,1,8,3,0,v,d,t
10,r,n,s,1,21,1,9,3,0,v,d,n
15,r,n,t,1,17,3,6,7,1,v,d,t
0,r,n,s,1,21,1,4,2,1,v,d,t
50,r,n,t,1,12,1,4,3,1,v,d,t
15,r,n,s,1,0,2,5,5,1,v,d,t
60,r,n,t,1,27,3,12,8,1,w,d,t
10,r,q,t,1,10,2,5,5,1,v,d,t
5,r,n,s,0,21,2,6,4,1,v,d,t
15,r,n,s,1,21,3,11,6,1,v,d,t
25,u,x,j,0,3,4,10,8,1,v,d,t
5,r,n,s,1,8,2,5,7,1,v,d,t
25,r,n,s,1,17,3,7,7,2,v,d,n
50,r,n,s,1,18,1,3,3,1,v,d,n
5,r,n,s,0,13,2,6,6,1,v,d,t
0,u,q,s,1,8,2,4,5,1,v,d,t
5,r,q,s,1,17,2,7,4,1,v,d,n
5,u,q,s,0,26,2,27,7,1,v,d,t
10,i,x,j,0,10,3,13,9,1,v,d,t
10,r,n,s,1,8,2,7,6,1,v,d,t
30,r,q,s,1,21,3,5,8,1,v,d,t
0,r,n,s,1,17,3,12,7,1,v,d,t
0,i,x,s,0,8,3,14,8,0,v,d,t
10,i,x,t,0,6,4,14,13,0,v,c,t
15,r,n,t,0,6,3,11,7,1,v,d,t
0,r,q,s,1,21,3,18,7,2,v,d,t
15,r,q,s,1,7,2,9,7,1,v,d,o
35,r,n,s,0,16,2,6,5,1,v,d,t
15,r,n,s,1,8,1,15,3,1,v,d,t
10,i,x,t,0,7,1,9,3,1,v,d,t
20,r,n,s,1,21,3,6,5,0,v,d,t
30,r,n,s,1,15,2,6,4,1,v,d,t
15,r,n,s,1,21,3,8,6,1,v,d,t
20,r,n,t,1,21,2,5,4,1,v,d,t
20,h,q,s,0,20,2,12,5,1,a,u,t
10,r,q,s,1,21,2,4,5,1,v,d,t
20,r,q,t,0,6,2,10,7,1,v,d,t
30,r,n,s,0,22,2,5,4,1,v,d,t
30,r,n,s,1,7,2,11,4,1,v,d,t
20,r,n,t,1,10,2,3,4,0,v,d,t
0,r,n,s,1,27,2,3,7,1,v,q,t
15,r,n,s,1,6,2,13,5,2,v,d,t
5,r,n,s,0,4,2,6,5,1,v,d,t
5,r,n,t,1,17,2,7,7,1,v,d,t
995,r,n,j,1,25,1,4,3,1,a,d,n
20,u,x,t,1,27,1,10,3,1,v,d,t
0,r,n,s,1,10,2,3,5,1,v,q,t
15,r,q,s,1,4,2,4,5,1,v,d,n
0,i,x,s,0,26,1,17,3,1,v,d,t
15,r,n,s,1,8,2,6,7,1,v,q,t
15,r,n,s,1,16,2,8,6,1,v,d,t
10,r,n,s,1,12,1,6,2,1,v,d,t
20,r,q,s,0,12,2,6,4,1,v,d,t
30,r,n,t,1,17,3,7,7,0,v,d,n
25,r,n,t,1,27,2,5,5,1,v,d,t
5,w,q,s,0,26,2,6,5,1,v,d,t
5,r,n,s,1,17,3,13,6,1,v,d,n
15,r,q,t,1,17,3,6,7,1,v,d,n
40,r,n,s,1,17,3,10,6,1,v,d,t
30,r,n,s,0,26,2,7,5,1,v,d,t
0,i,x,t,0,6,3,17,10,0,v,d,t
5,w,n,s,1,20,2,3,7,1,v,d,t
15,r,n,s,1,17,3,18,6,1,v,d,t
0,u,n,t,0,10,1,10,3,1,v,d,t
10,r,n,s,1,18,2,6,6,1,v,d,t
20,r,q,s,1,21,3,7,10,1,v,d,t
15,r,n,t,1,7,2,4,8,1,v,d,t
15,i,x,s,0,6,2,9,6,1,v,u,t
30,r,n,s,1,27,2,6,4,0,v,d,t
100,r,n,s,1,21,3,15,6,1,v,d,t
20,r,q,t,1,7,2,10,7,1,v,d,t
5,r,q,s,1,21,2,5,6,1,v,d,n
30,r,n,s,1,1,3,5,6,1,v,d,t
20,r,n,s,1,26,2,7,5,1,v,d,t
0,r,n,s,0,26,1,16,4,1,v,d,t
60,r,n,s,1,7,3,7,6,0,v,d,t
0,u,x,s,0,6,3,9,9,1,v,d,t
10,r,n,s,1,8,2,6,5,1,v,d,t
20,u,x,t,0,8,2,23,7,1,v,d,n
35,r,q,s,0,25,2,6,4,1,v,d,t
15,r,q,s,0,20,2,12,4,1,v,d,t
30,r,n,t,1,7,2,4,4,1,v,d,t
20,r,q,s,1,10,2,5,6,1,v,d,t
0,i,x,s,0,6,2,18,6,1,v,d,t
10,r,q,s,1,17,3,6,7,1,v,d,t
10,u,x,s,0,17,1,9,3,0,v,d,t
50,r,n,s,1,22,2,6,4,1,v,d,t
10,r,n,s,1,17,2,7,5,1,v,d,n
30,r,n,s,1,26,2,8,5,1,v,d,t
40,r,n,s,1,27,2,20,5,2,v,q,t
35,r,n,s,1,7,1,5,3,1,v,d,t
25,r,n,t,1,21,3,5,7,1,v,d,t
15,r,n,s,1,11,2,7,5,1,v,d,t
110,r,n,o,1,27,5,5,10,1,v,d,t
10,r,q,t,1,10,3,4,7,1,v,d,t
15,i,x,s,0,7,2,14,7,1,v,d,t
25,r,n,s,0,24,3,10,7,1,v,d,t
10,r,n,s,1,6,1,7,5,0,v,d,t
0,r,q,s,1,21,3,5,8,1,v,d,t
5,r,n,s,0,13,1,8,4,1,v,d,t
0,r,n,s,1,6,2,9,6,1,v,d,t
45,r,q,s,1,3,3,11,8,1,v,d,t
40,r,n,s,1,17,3,7,6,1,v,d,t
40,r,n,s,1,18,2,5,6,1,v,d,t
10,r,q,s,1,17,2,6,4,1,v,d,t
0,u,x,s,1,17,2,16,6,0,v,d,t
25,r,n,t,1,27,2,6,5,0,w,d,t
45,r,q,s,1,21,3,5,8,1,v,d,t
10,r,n,s,0,24,3,6,7,1,v,d,t
25,r,n,t,0,20,2,8,7,1,v,d,t
15,r,n,s,1,14,2,5,6,1,v,d,t
10,r,n,s,1,26,1,6,3,1,r,d,t
5,r,n,s,1,8,3,5,7,1,v,d,t
0,r,n,s,0,26,2,7,5,1,v,d,t
35,r,q,s,1,17,2,10,7,1,w,d,t
35,r,n,s,0,0,2,5,6,1,v,d,n
5,i,x,t,0,6,2,16,6,0,v,d,t
10,r,n,s,1,13,2,7,3,1,v,d,t
20,r,n,s,1,4,2,7,7,1,v,d,t
0,r,q,s,1,17,2,6,5,1,v,d,t
0,r,q,s,1,10,2,9,5,1,v,d,t
35,u,n,s,1,21,3,9,6,1,a,d,t
0,h,q,s,0,20,2,6,6,1,v,d,t
25,r,n,t,0,26,1,7,3,1,v,d,t
80,r,n,t,1,10,4,11,9,1,v,d,t
25,r,q,t,1,8,3,12,9,1,v,d,t
25,r,n,s,0,13,2,3,5,1,v,d,t
20,w,q,s,1,20,2,7,7,1,v,d,t
20,r,n,s,1,7,2,5,5,1,v,d,t
